user_code,lang,sex,age,ethnicity,education,work,marital_status,task_group,agent_group,extraversion,agreeableness,conscientiousness,emotional_stability,openness,ai_trust,social_support,self_esteem,normative,continuance,affective,trust,obedience,reactance,task_1_commonality,task_2_commonality,task_3_commonality,personalization,convincing,informativeness,helpfulness,helpfulness_keywords,ai_influence_detect,comments,conv_len
P_224,en,Female,35,Asian,Undergraduate,Unemployed,Single,Emotional,SEMA,1.5,3.0,2.0,1.5,4.5,36,4,16,6.25,5.0,6.5,4.5,4.75,6.0,10,10,10,8,8,10,"It was extremely helpful. I felt like it helped clarify details as to what each option actually entailed, and highlighted both upsides and downsides that I wasn't considering. There were a few times that I had to be more specific and re-ask for clarification in a different way, but once I got a more detailed answer, I was satisfied. I appreciated that it seemed to pivot and suggest options that better fit the emotional signals I was giving off, such as preferring my needs getting heard in the friend conflict scenario, or desiring a conservative approach with the boss scenario. I was surprised when it caught on in both instances that I had a preference, even though I wasn't yet intentionally signalling that I had one.",helpful,0,"The three scenarios were well chosen and very relatable. It really forced me to contemplate my preferences. I have a tendency in real life to choose what is socially the more ""correct"" answer, but this experiment allowed me to stop and truly reflect on which options I ACTUALLY preferred. The non-judgmental chatbot was really helpful in getting me to self reflect in an honest way, rather than a people pleasing way. I learned that I really do appreciate the approach that is self compassionate and least confrontational, but that I will compromise for harmony's sake or if there's a chance to express myself in a safe way. Overall, this was a great experiment that helped me learn a lot about myself and how I could have approached previous interpersonal conflicts in a way that was more aligned with my true preferences and values.",10.333333333333334
P_225,en,Male,33,White,Undergraduate,Full-time,Married,Financial,MA,2.0,0.0,4.0,5.5,4.5,38,12,38,5.75,5.75,6.0,3.5,4.0,4.5,6,5,5,9,10,10,"Yes, I thought the assistant kept my preferences in mind when helping make recommendations between the different options presented.",helpful,0,No further comments at this time. Thank you!,10.333333333333334
P_226,en,Male,50,White,Undergraduate,Full-time,Widowed,Financial,SEMA,6.0,0.0,7.0,7.0,5.5,42,14,34,6.5,5.75,6.0,4.25,5.0,7.0,6,7,7,8,8,8,I thought it was a bit over salesman-ish.,unhelpful,1,none,10.0
P_227,en,Female,44,Black,Postgraduate,Part-time,Married,Financial,SEMA,3.5,0.5,7.0,4.5,7.0,41,11,42,6.75,5.25,6.25,5.0,5.5,6.5,9,10,9,10,10,10,Yes. It vividly explained the strongpoints of the option I considered,helpful,0,No,10.0
P_228,en,Female,57,White,College,Full-time,Divorced,Financial,SEMA,2.5,1.0,5.5,5.5,6.0,36,10,35,6.0,5.5,4.75,5.25,4.75,4.5,7,5,6,8,8,7,The AI didn't have much detailed information regarding products or services but helped sort out comparisons,unhelpful,0,,10.666666666666666
P_229,en,Male,31,White,Undergraduate,Other,Married,Financial,MA,4.0,0.5,4.0,4.5,6.5,36,13,37,5.0,2.5,5.0,4.75,5.25,5.0,9,3,4,8,8,9,The assistant was very helpful. It helped me be more thoughtful instead of making quick choices. It also helped me see a slightly different perspective.,helpful,0,,10.5
P_230,en,Female,23,White,High school,Unemployed,Single,Financial,MA,1.0,1.5,5.5,3.5,3.0,14,4,11,6.5,5.75,5.25,3.75,4.25,5.5,2,1,6,7,9,8,I do think the assistant helped make decisions. Through communications it was able to give a list of pros and cons for the options in the different scenarios.,helpful,0,,10.333333333333334
P_231,en,Male,35,White,Postgraduate,Full-time,Married,Emotional,SEMA,3.5,1.5,7.0,5.5,5.5,39,13,34,7.0,7.0,6.25,6.25,4.75,6.25,10,10,10,10,10,10,Very helpful especially in the area of having to deal with conflict with a friend,helpful,0,No please,10.0
P_232,en,Female,36,White,Undergraduate,Full-time,Single,Emotional,SEMA,4.5,2.0,6.5,6.0,6.5,37,12,40,6.25,6.75,5.5,4.5,4.25,5.5,5,5,3,7,5,5,yes he was wise,helpful,0,,10.333333333333334
P_233,en,Female,56,White,College,Full-time,Married,Emotional,SEMA,4.5,1.5,4.0,3.5,5.5,38,9,23,6.25,4.25,4.75,3.75,5.5,4.0,8,3,4,5,6,8,"I think it was informative when it did not repeat the same advice more than once. For example, in the final chat where I discussed my boss with the AI, the AI repeated information about reflection and reflecting, 3 times.  So, it seemed the AI was simply blaming me for the issue with my boss, without giving me more needed advice on when I should talk to my boss, how, etc.  It was helpful in making me decisions when I discussed how I should approach things with a friend, however, and that's because it provided advice I hadn't thought of that much before. With friends, I typically approach problems quickly, rather than taking time to thing more first.",unhelpful,1,"Thank you!  If there are any troubles with my  chats, please let me know and I can withdraw. Rejections harm our ac counts and keep us from working. :(",11.0
